Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / International,Price / International,Compare At Price / International,Status
round-pocket-whiskey-flask-with-expandable-cup,,,,,,,false,,Claddagh 1,,,,,P242 Claddagh 1,0,shopify,0,deny,manual,59.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
round-pocket-whiskey-flask-with-expandable-cup,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/1633432868021.jpg?v=1633434530,2,Mullingar Pewter Round Pocket Whiskey Flask with Expandable Cup.,,,,,,,,,,,,,,,,,,,,,,,unlisted
round-pocket-whiskey-flask-with-expandable-cup,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/WHISKEYFLASKWITHWHISKEYCUPINCENTRE.jpg?v=1633434549,3,Mullingar Pewter Round Pocket Whiskey Flask with Expandable Cup.,,,,,,,,,,,,,,,,,,,,,,,unlisted
celtic-measure-handle-2oz,Mullingar Irish Pewter Celtic Double Shot Measure with Handle,"<h2><strong>Product Code: A3</strong></h2>
<p><strong>Mullingar Irish Pewter Celtic Double Shot Measure with Handle</strong></p>
<hr>
<h3><strong>Product Description</strong></h3>
<p>Enhance your barware collection with our exquisite Mullingar Irish Pewter Celtic Double Shot Measure. Featuring intricate Celtic designs inspired by the historic Bealin Cross near Mullingar, this measure is a celebration of Ireland’s rich cultural heritage. Ideal for accurately measuring spirits, this 2 oz double shot measure is not only functional but also adds a touch of elegance to any setting.</p>
<hr>
<h3><strong>Key Features</strong></h3>
<ul>
<li>
<strong>Material:</strong> Finest quality pewter</li>
<li>
<strong>Capacity:</strong> 2 oz (double shot)</li>
<li>
<strong>Design:</strong> Celtic motifs inspired by the Bealin Cross</li>
<li>
<strong>Handle:</strong> Easy-to-hold pewter handle</li>
<li>
<strong>Origin:</strong> Handmade in Ireland</li>
<li>
<strong>Dimensions:</strong> Size: 2 oz capacity</li>
</ul>
<hr>
<h3><strong>Design and Inspiration</strong></h3>
<p>The detailed Celtic designs on our pewter shot measure draw inspiration from the Bealin Cross, a historic High Cross located near Mullingar in County Westmeath. The Bealin Cross, like many Celtic crosses, features intricate patterns and depictions from ancient manuscripts, reflecting Ireland’s rich monastic heritage.</p>
<p>Celtic symbols have a long-standing association with Ireland and can be found on Ogham stones, in medieval manuscripts, and throughout historical monasteries. Our designs pay homage to these timeless symbols, connecting you with centuries of Irish history and tradition.</p>
<hr>
<h3><strong>Functional and Decorative</strong></h3>
<ul>
<li>
<strong>Perfect for Whiskey Enthusiasts:</strong> This measure is ideal for precisely measuring 2 oz of your favorite whiskey or other spirits. Its Celtic design makes it a unique addition to any barware collection.</li>
<li>
<strong>Elegant Handle:</strong> The handle provides a comfortable grip, making it easy to pour your favorite drinks.</li>
<li>
<strong>Versatile Gift:</strong> Whether for a wedding, anniversary, birthday, or any special occasion, this Celtic double shot measure makes a thoughtful and unique gift.</li>
</ul>
<hr>
<h3><strong>Why Choose Mullingar Pewter?</strong></h3>
<ul>
<li>
<strong>Authentic Craftsmanship:</strong> Each piece is handcrafted by skilled artisans in Mullingar, Ireland, ensuring the highest quality and attention to detail.</li>
<li>
<strong>Cultural Heritage:</strong> Owning this measure not only adds a practical tool to your barware but also a piece of Irish history and culture.</li>
<li>
<strong>Inclusive Pricing:</strong> The price includes shipping, so you can enjoy the convenience of having this beautiful measure delivered directly to your door without any additional costs.</li>
</ul>
<hr>
<h3><strong>Ordering Information</strong></h3>
<p><strong>HANDMADE IN IRELAND</strong> | <strong>PRICE INCLUDES SHIPPING</strong></p>
<p>For more details or to place an order, please visit our <a rel=""noreferrer"" href=""#"">website</a> </p>
<hr>
<h3><strong>Additional Information</strong></h3>
<p>Add a touch of Irish tradition to your drinkware with our Mullingar Irish Pewter Celtic Double Shot Measure. Whether for personal use or as a gift, this measure embodies the elegance and heritage of Ireland. Order yours today and enjoy the perfect blend of functionality and timeless design.</p>
<p><span style=""text-decoration: underline;""><strong>About our Measures</strong></span></p>
<p>Our metal content in all of the above is 92-95% tin with a balance of Copper and Antimony.</p>
<p>Our metal is Lead free and complies with EU, FDA,BS and Proposition 65 standards.</p>
<p>Our items are packaged in Black and Silver Mullingar Pewter Packaging where possible.</p>",Mullingar Pewter,,Measure,"celtic, celtic whiskey shot, celtic whiskey tot, celtic whisky, Irish History, Irish pewter, Irish Whiskey, jameson, measure, measure with handle, middleton, pewter celtic measure, pewter celtic shot, pewter celtic tot, pewter shot, pewter silver shot, pewter silver tot, pewter spirit, pewter spirit measure, pewter whiskey measure, shot, spirit, spirit measure, tot, tullamore dew, whiskey, imported, unlisted",false,Title,Default Title,,,,,A3 with handle,0,shopify,0,deny,manual,71.95,,true,false,,https://cdn.shopify.com/s/files/1/1565/2549/products/CELTICWHISKEYSHOTWITHHANDLE1OZ.jpg?v=1632214342,1,Mullingar Irish Pewter Celtic Double Shot Measure with Handle,false,Mullingar Irish Pewter Celtic Double Shot Measure with Handle,"Product Code: A3 Mullingar Irish Pewter Celtic Double Shot Measure with Handle Product Description Enhance your barware collection with our exquisite Mullingar Irish Pewter Celtic Double Shot Measure. Featuring intricate Celtic designs inspired by the historic Bealin Cross near Mullingar, this measure is a celebration ",,,,,,,,,,,,,g,,,true,true,,,unlisted
mechanical-pocket-watch-cufflinks-set-large-shamrock1-price-includes-shipping,Mechanical Pocket Watch & Cufflinks Set - Large Shamrock,"<p data-start=""204"" data-end=""296""><strong data-start=""204"" data-end=""296"">Product Code P371: Irish Mechanical Pocket Watch &amp; Cufflinks Set – Large Shamrock Design</strong></p>
<p data-start=""298"" data-end=""583"">Celebrate Irish heritage in timeless style with this <strong data-start=""351"" data-end=""403"">Mechanical Pocket Watch &amp; Matching Cufflinks Set</strong>, featuring a bold <strong data-start=""422"" data-end=""446"">large Shamrock motif</strong> framed by an intricate <strong data-start=""470"" data-end=""487"">Celtic border</strong>. A classic gentleman’s gift that blends traditional Irish symbolism with refined craftsmanship.</p>
<p data-start=""585"" data-end=""602""><strong data-start=""585"" data-end=""602"">Key Features:</strong></p>
<ul data-start=""603"" data-end=""941"">
<li data-start=""603"" data-end=""651"">
<p data-start=""605"" data-end=""651"">Handcrafted from high-quality <strong data-start=""635"" data-end=""651"">Irish pewter</strong></p>
</li>
<li data-start=""652"" data-end=""720"">
<p data-start=""654"" data-end=""720""><strong data-start=""654"" data-end=""681"">Mechanical pocket watch</strong> with detailed Shamrock &amp; Celtic design</p>
</li>
<li data-start=""721"" data-end=""783"">
<p data-start=""723"" data-end=""783"">Matching pewter <strong data-start=""739"" data-end=""752"">cufflinks</strong> for a coordinated, formal look</p>
</li>
<li data-start=""784"" data-end=""902"">
<p data-start=""786"" data-end=""902"">Ideal Irish gift for <strong data-start=""807"" data-end=""902"">Groomsmen, Weddings, Father of the Bride/Groom, Father’s Day, Birthdays &amp; Special Occasions</strong></p>
</li>
<li data-start=""903"" data-end=""941"">
<p data-start=""905"" data-end=""941"">Designed and <strong data-start=""918"" data-end=""941"">handmade in Ireland</strong></p>
</li>
</ul>
<p data-start=""943"" data-end=""1058"">A meaningful <strong data-start=""956"" data-end=""976"">Irish men’s gift</strong> that will be treasured for years.<br data-start=""1010"" data-end=""1013""><strong data-start=""1013"" data-end=""1058"">Worldwide shipping included in the price.</strong></p>",Mullingar Pewter,,watch set,"imported, unlisted",false,Title,Default Title,,,,,P371 Large Shamrock,0,shopify,0,deny,manual,83.95,,true,false,,https://cdn.shopify.com/s/files/1/1565/2549/products/IMG_20210623_100122.jpg?v=1642691297,1,Mechanical Pocket Watch & Cufflinks Set - Large Shamrock,false,Mechanical Pocket Watch & Cufflinks Set,"Product Code P371: Irish Mechanical Pocket Watch & Cufflinks Set – Large Shamrock Design Celebrate Irish heritage in timeless style with this Mechanical Pocket Watch & Matching Cufflinks Set, featuring a bold large Shamrock motif framed by an intricate Celtic border. A classic gentleman’s gift that blends traditional I",,,,,,,,,,,,,g,,,true,true,,,unlisted
mechanical-pocket-watch-cufflinks-set-large-shamrock1-price-includes-shipping,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/IMG_20210623_124902a.jpg?v=1642691297,2,Mechanical Pocket Watch & Cufflinks Set - Large Shamrock,,,,,,,,,,,,,,,,,,,,,,,unlisted
mechanical-pocket-watch-cufflinks-set-large-shamrock1-price-includes-shipping,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/IMG_20210623_102343.jpg?v=1624451136,3,Mechanical Pocket Watch & Cufflinks Set - Large Shamrock,,,,,,,,,,,,,,,,,,,,,,,unlisted
mechanical-pocket-watch-cufflinks-large-claddagh-1-price-includes-shipping,Mechanical Pocket Watch & Cufflinks - Large Claddagh,"<p><strong>Product Code P371: Mechanical Pocket Watch &amp; Cufflinks – Large Claddagh Design</strong></p>
<p>Give the gift of timeless Irish tradition with our <strong>Mechanical Pocket Watch &amp; Cufflinks Set</strong>. Featuring a bold <strong>Claddagh design</strong> encircled with an intricate Celtic border, this set is a symbol of love, loyalty, and friendship—perfect for marking special moments.</p>
<p>✨ <strong>Features:</strong></p>
<ul>
<li>High-quality pewter metal with detailed craftsmanship</li>
<li>Coordinating cufflinks with matching Claddagh design</li>
<li>A thoughtful gift for <strong>Groomsmen</strong>, <strong>Father of the Bride/Groom</strong>, <strong>Father’s Day</strong>, <strong>Birthdays</strong>, or any special occasion</li>
</ul>
<p><strong>Handmade in Ireland</strong> | <strong>Price includes worldwide shipping</strong></p>
<p>Celebrate life’s milestones with this elegant and meaningful set. <strong>Order now!</strong></p>",Mullingar Pewter,,watch set,"imported, unlisted",false,Title,Default Title,,,,,P371 Large Claddagh  watch cufflink set,0,shopify,0,deny,manual,83.95,,true,false,,https://cdn.shopify.com/s/files/1/1565/2549/products/IMG_20210623_100533.jpg?v=1642691097,1,Mechanical Pocket Watch & Cufflinks - Large Claddagh,false,Mechanical Pocket Watch & Cufflinks,"Product Code P371: Mechanical Pocket Watch & Cufflinks – Large Claddagh Design Give the gift of timeless Irish tradition with our Mechanical Pocket Watch & Cufflinks Set. Featuring a bold Claddagh design encircled with an intricate Celtic border, this set is a symbol of love, loyalty, and friendship—perfect for marking",,,,,,,,,,,,,g,,,true,true,,,unlisted
mechanical-pocket-watch-cufflinks-large-claddagh-1-price-includes-shipping,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/IMG_20210623_125013a.jpg?v=1642691170,2,Mechanical Pocket Watch & Cufflinks - Large Claddagh,,,,,,,,,,,,,,,,,,,,,,,unlisted
mechanical-pocket-watch-cufflinks-large-claddagh-1-price-includes-shipping,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/IMG_20210623_102239.jpg?v=1642691198,3,Mechanical Pocket Watch & Cufflinks - Large Claddagh,,,,,,,,,,,,,,,,,,,,,,,unlisted
irish-celtic-hair-clasps-mullingar-pewter-handmade-in-ireland,Irish Celtic Hair Clasps – Mullingar Pewter | Handmade in Ireland,"<h2 data-start=""265"" data-end=""341""><strong data-start=""268"" data-end=""341"">P337 – Set of 2 Irish Celtic Pewter Hair Clasps | Handmade in Ireland</strong></h2>
<p data-start=""343"" data-end=""628"">Celebrate your Irish heritage with this elegant set of two Celtic hair clasps, handcrafted in Ireland. Each clasp features traditional Celtic designs in a silver-finished Irish pewter, making them a meaningful gift for daughters, mothers, dancers, or anyone proud of their Irish roots.</p>
<p data-start=""630"" data-end=""745"">Perfect for everyday wear, Irish festivals, St. Patrick’s Day celebrations, or as a thoughtful Irish-American gift.</p>
<p data-start=""747"" data-end=""817"">Approx. 4cm x 4cm each<br data-start=""769"" data-end=""772"">Handmade in Ireland<br data-start=""791"" data-end=""794"">Price includes shipping</p>
<hr data-start=""819"" data-end=""822"">
<h2 data-start=""824"" data-end=""896""><strong data-start=""827"" data-end=""896"">P338 – Large Irish Pewter Celtic Hair Clasp | Handmade in Ireland</strong></h2>
<p data-start=""898"" data-end=""1102"">Make a statement with this beautifully crafted large Celtic hair clasp, handmade in Ireland from silver-finished pewter. Featuring timeless Irish design, it’s ideal for thicker hair and special occasions.</p>
<p data-start=""1104"" data-end=""1237"">A meaningful Irish gift for women who cherish their heritage — perfect for Irish-American celebrations, weddings, or cultural events.</p>
<p data-start=""1239"" data-end=""1304"">Approx. 9cm x 4cm<br data-start=""1256"" data-end=""1259"">Handmade in Ireland<br data-start=""1278"" data-end=""1281"">Price includes shipping</p>",Mullingar Pewter,,Gift,"21st, 40th, 50th, accessories, birthday, bronze, celtic, clasp, clip, general gift, general gifts, gift, gifts for her, hair, her, Heritage, irish, ladies, pewter silver, wedding, imported, unlisted",false,Choose Type,Set of 2 Small Hair Clasps,,,,,P337 Set of 2 Hair Clasps,0,shopify,0,deny,manual,23.95,,true,false,,https://cdn.shopify.com/s/files/1/1565/2549/products/HAIRCLASPCELTICSETOF2.jpg?v=1632750999,1,Irish Celtic Hair Clasps – Mullingar Pewter | Handmade in Ireland,false,Irish Celtic Hair Clasps,"P337 – Set of 2 Irish Celtic Pewter Hair Clasps | Handmade in Ireland Celebrate your Irish heritage with this elegant set of two Celtic hair clasps, handcrafted in Ireland. Each clasp features traditional Celtic designs in a silver-finished Irish pewter, making them a meaningful gift for daughters, mothers, dancers, or",,,,,,,,,,,,,g,,,true,true,,,unlisted
irish-celtic-hair-clasps-mullingar-pewter-handmade-in-ireland,,,,,,,false,,Large Hair Clasp,,,,,P338 Large Hair Clasp,0,shopify,0,deny,manual,23.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
irish-celtic-hair-clasps-mullingar-pewter-handmade-in-ireland,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/HAIRCLASPLG..jpg?v=1632751047,2,Irish Celtic Hair Clasps – Mullingar Pewter | Handmade in Ireland,,,,,,,,,,,,,,,,,,,,,,,unlisted
irish-celtic-hair-clasps-mullingar-pewter-handmade-in-ireland,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/HAIRCLASPLG._2.jpg?v=1632751076,3,Irish Celtic Hair Clasps – Mullingar Pewter | Handmade in Ireland,,,,,,,,,,,,,,,,,,,,,,,unlisted
irish-celtic-hair-clasps-mullingar-pewter-handmade-in-ireland,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/files/IMG_20210405_154445.jpg?v=1772624897,4,Irish Celtic Hair Clasps – Mullingar Pewter | Handmade in Ireland,,,,,,,,,,,,,,,,,,,,,,,unlisted
celtic-pewter-measure-2oz,Mullingar Pewter Irish Celtic Double Shot/Measure,"<h2><strong>Product Code: A6</strong></h2>
<p><strong>Mullingar Pewter Irish Celtic Double Shot/Measure</strong></p>
<hr>
<h3><strong>Product Description</strong></h3>
<p>Immerse yourself in Irish heritage with our Mullingar Pewter Irish Celtic Double Shot Measure. Crafted with intricate Celtic designs, this traditional shot measure is a perfect blend of functionality and cultural significance. Holding 2 oz of your favorite spirit, it is an elegant and meaningful addition to any barware collection.</p>
<hr>
<h3><strong>Key Features</strong></h3>
<ul>
<li>
<strong>Material:</strong> Premium quality pewter</li>
<li>
<strong>Capacity:</strong> 2 oz (double shot)</li>
<li>
<strong>Design:</strong> Detailed Celtic motifs inspired by the historic Bealin Cross</li>
<li>
<strong>Origin:</strong> Handmade in Mullingar, Ireland</li>
<li>
<strong>Usage:</strong> Ideal for measuring whiskey or other spirits</li>
</ul>
<hr>
<h3><strong>Design and Inspiration</strong></h3>
<p>The Celtic designs that adorn our shot measure are inspired by the Bealin Cross, an ancient High Cross located near Mullingar, County Westmeath. This cross, like many Celtic crosses, showcases intricate patterns and storytelling through its carvings, reminiscent of the ancient manuscripts and Ogham stones that have defined Irish art and history.</p>
<p>These symbols and designs have been cherished for centuries, representing Ireland’s rich monastic heritage and cultural legacy. The Bealin Cross itself is a testament to the craftsmanship and artistry of early Irish monks, who meticulously documented stories and legends through their intricate work.</p>
<hr>
<h3><strong>Functional and Decorative</strong></h3>
<ul>
<li>
<strong>Perfect for Whiskey Enthusiasts:</strong> This 2 oz measure is perfect for bartenders or anyone who appreciates a good whiskey. Its Celtic design adds a touch of elegance to the practical aspect of measuring your spirits.</li>
<li>
<strong>Versatile Gift:</strong> An ideal gift for any occasion—be it for a wedding, birthday, or a special present for someone who loves whiskey or appreciates Irish culture.</li>
<li>
<strong>Intricate Craftsmanship:</strong> Each measure is carefully handcrafted to reflect the highest standards of Mullingar Pewter, ensuring a piece that is both beautiful and durable.</li>
</ul>
<hr>
<h3><strong>Why Choose Mullingar Pewter?</strong></h3>
<ul>
<li>
<strong>Authentic Irish Craftsmanship:</strong> Every piece is handcrafted by skilled artisans in Ireland, ensuring authenticity and superior quality.</li>
<li>
<strong>Cultural Significance:</strong> Owning this shot measure not only gives you a functional tool but also a piece of Irish heritage and history.</li>
<li>
<strong>Inclusive Pricing:</strong> The price includes shipping, making it convenient and cost-effective to add this exquisite measure to your collection.</li>
</ul>
<hr>
<h3>
<strong>HANDMADE IN IRELAND</strong> | <strong>PRICE INCLUDES SHIPPING</strong>
</h3>
<hr>
<h3><strong>Additional Information</strong></h3>
<p>Add a touch of Irish tradition and elegance to your barware with the Mullingar Pewter Irish Celtic Double Shot Measure. Perfect as a gift or for personal use, this measure combines functionality with cultural richness, making it a must-have for any whiskey lover or collector of fine pewter.</p>
<p><span style=""text-decoration: underline;""><strong>About our Measures</strong></span></p>
<p>Our metal content in all of the above is 92-95% tin with a balance of Copper and Antimony.</p>
<p>Our metal is Lead free and complies with EU, FDA,BS and Proposition 65 standards.</p>
<p>Our items are packaged in Black and Silver Mullingar Pewter Packaging where possible.</p>
<p> </p>",Mullingar Pewter,,Measure,"celtic, celtic whisky, irish, Irish american, irish gift, irish heritage, Irish pewter, irish whiskey, jameson, measure, middleton, pewter celtic shot, pewter celtic tot, Pewter measure, pewter shot, pewter silver measure, pewter spirit, pewter spirit measure, pewter tot, spirit, spirit measure, tullamore dew, whisky, imported, unlisted",false,Title,Default Title,,,,,A6,0,shopify,0,deny,manual,64.95,,true,false,,https://cdn.shopify.com/s/files/1/1565/2549/products/CELTICWHISKEYSHOT2OZ.jpg?v=1642502777,1,Mullingar Pewter Irish Celtic Double Shot/Measure,false,Mullingar Pewter Irish Celtic Double Shot/Measure,"Product Code: A6 Mullingar Pewter Irish Celtic Double Shot/Measure Product Description Immerse yourself in Irish heritage with our Mullingar Pewter Irish Celtic Double Shot Measure. Crafted with intricate Celtic designs, this traditional shot measure is a perfect blend of functionality and cultural significance. Holdin",,,,,,,,,,,,,g,,,true,true,,,unlisted
glass-shot-glasses-with-pewter-embellishment,Mullingar Pewter Glass Shot with Irish Pewter Embellishment,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Product Code P238 Mullingar Pewter Glass Shot with Irish Pewter Embellishment</strong></p>
<p data-mce-fragment=""1"">Shot Glasses with a handcrafted Irish pewter embellishment. A wide choice of embellishment to choose from. </p>
<p data-mce-fragment=""1"">Great for any social occasion with family and friends. Ideal for that quick whiskey, or liqueur shot.  </p>
<p><strong>HANDMADE IN IRELAND   PRICE INCLUDES SHIPPING</strong></p>
<p><span style=""text-decoration: underline;""><strong>About our Glass Measures</strong></span></p>
<p>The metal content in the Pewter emblem of the above is 92-95% tin with a balance of Copper and Antimony.</p>
<p>Our metal is Lead free and complies with EU, FDA,BS and Proposition 65 standards.</p>
<p>Our items are packaged in Black and Silver Mullingar Pewter Packaging where possible.</p>",Mullingar Pewter,,Drinkware,"celtic, celtic shot, celtic whiskey shot, general gift, gift, pewter, pewter celtic shot, pewter spirit, SHOT GLASS, SHOTS, WHISKEY SHOT, imported, unlisted",false,Style,Celtic A,,,,,P238 CEL A,0,shopify,0,deny,manual,19.95,,true,false,,https://cdn.shopify.com/s/files/1/1565/2549/products/IMG_20210719_154215.jpg?v=1626795869,1,Mullingar Pewter Glass Shot with Irish Pewter Embellishment,false,Mullingar Pewter Glass Shot with Irish Pewter Embellishment,"Product Code P238 Mullingar Pewter Glass Shot with Irish Pewter Embellishment Shot Glasses with a handcrafted Irish pewter embellishment. A wide choice of embellishment to choose from. Great for any social occasion with family and friends. Ideal for that quick whiskey, or liqueur shot. HANDMADE IN IRELAND PRICE INCLUDE",,,,,,,,,,,,,g,,,true,true,,,unlisted
glass-shot-glasses-with-pewter-embellishment,,,,,,,false,,Celtic D,,,,,P238 CEL D,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
glass-shot-glasses-with-pewter-embellishment,,,,,,,false,,Celtic E,,,,,P238 CEL E,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
glass-shot-glasses-with-pewter-embellishment,,,,,,,false,,Claddagh,,,,,P238 CLADD,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
glass-shot-glasses-with-pewter-embellishment,,,,,,,false,,Dad,,,,,P238 DAD,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
glass-shot-glasses-with-pewter-embellishment,,,,,,,false,,Mum,,,,,P238 MUM,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
glass-shot-glasses-with-pewter-embellishment,,,,,,,false,,Shamrock,,,,,P238 SHAM,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
glass-shot-glasses-with-pewter-embellishment,,,,,,,false,,Shamrock Trinity,,,,,P238 SHAM TRIN,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
glass-shot-glasses-with-pewter-embellishment,,,,,,,false,,T4,,,,,P238 T4,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
glass-shot-glasses-with-pewter-embellishment,,,,,,,false,,Harp 1,,,,,P238 HARP1,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
glass-shot-glasses-with-pewter-embellishment,,,,,,,false,,Spiral,,,,,P238 SPIRAL,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
glass-shot-glasses-with-pewter-embellishment,,,,,,,false,,Tree of Life,,,,,P238 TOL,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
glass-shot-glasses-with-pewter-embellishment,,,,,,,false,,Trinity,,,,,P238 TRIN,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
glass-shot-glasses-with-pewter-embellishment,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/2shots.jpg?v=1626795869,2,Mullingar Pewter Glass Shot with Irish Pewter Embellishment,,,,,,,,,,,,,,,,,,,,,,,unlisted
glass-shot-glasses-with-pewter-embellishment,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/4shots.jpg?v=1626795867,3,Mullingar Pewter Glass Shot with Irish Pewter Embellishment,,,,,,,,,,,,,,,,,,,,,,,unlisted
glass-shot-glasses-with-pewter-embellishment,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/6shots.jpg?v=1626795867,4,Mullingar Pewter Glass Shot with Irish Pewter Embellishment,,,,,,,,,,,,,,,,,,,,,,,unlisted
glass-shot-glasses-with-pewter-embellishment,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/CelticAshot.jpg?v=1626795867,5,Mullingar Pewter Glass Shot with Irish Pewter Embellishment,,,,,,,,,,,,,,,,,,,,,,,unlisted
usa-theme-gents-mechanical-pewter-pocket-watch,USA Theme Gents Mechanical Pewter Pocket Watch.,"<div class=""flex flex-grow flex-col max-w-full"">
<div data-message-author-role=""assistant"" data-message-id=""76ee7b91-c0ba-45a7-bd66-6c9cace7b845"" dir=""auto"" class=""min-h-[20px] text-message flex flex-col items-start whitespace-pre-wrap break-words [.text-message+&amp;]:mt-5 juice:w-full juice:items-end overflow-x-auto gap-2"">
<div class=""flex w-full flex-col gap-1 juice:empty:hidden juice:first:pt-[3px]"">
<div class=""markdown prose w-full break-words dark:prose-invert light"">
<h3>P294 USA Theme Gents Mechanical Pewter Pocket Watch</h3>
<p>Our Gents Mechanical Pewter Pocket Watch, adorned with the American flag, is designed to capture the elegance of early Victorian style as worn by gentlemen of that era. This manual wind-up watch allows you to view its intricate workings from both the front face and the back.</p>
<p><strong>Features:</strong></p>
<ul>
<li>
<strong>Victorian Style:</strong> Evokes the charm of the 19th century.</li>
<li>
<strong>Mechanical Wind-Up:</strong> Traditional manual winding mechanism.</li>
<li>
<strong>Visible Workings:</strong> Transparent design showcasing the inner mechanics.</li>
<li>
<strong>12"" Chain with Pocket Clip:</strong> Designed to attach securely to a pocket cuff.</li>
<li>
<strong>Limited Engraving Space:</strong> Option for personalized engraving.</li>
</ul>
<p><strong>Perfect for:</strong></p>
<ul>
<li>Independence Day gifts</li>
<li>Birthdays</li>
</ul>
<p><strong>Price includes shipping</strong></p>
<p>Gift this beautifully crafted pocket watch to someone special and let them carry a piece of American heritage with them.</p>
</div>
</div>
</div>
</div>",Mullingar Pewter,,Gifts for Men,"18th, 21st, 40th, 60th, anniversary, anniversary gift for him, pewter silver pocket watch, pocket watch, pocket watches, watches, imported, unlisted",false,Title,Default Title,,,,,P294 USA,0,shopify,0,deny,manual,71.95,,true,false,,https://cdn.shopify.com/s/files/1/1565/2549/products/usapocketwatchfinal_d9b5fbf1-afc4-4eeb-a2b6-683368fad844.jpg?v=1623151612,1,USA Theme Gents Mechanical Pewter Pocket Watch.,false,USA Theme Gents Mechanical Pewter Pocket Watch.,"P294 USA Theme Gents Mechanical Pewter Pocket Watch Our Gents Mechanical Pewter Pocket Watch, adorned with the American flag, is designed to capture the elegance of early Victorian style as worn by gentlemen of that era. This manual wind-up watch allows you to view its intricate workings from both the front face and th",,,,,,,,,,,,,g,,,true,true,,,unlisted
